Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
362,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Santa Anita,,,
363,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Hamilton Farms Estates Detention Basin,,,
364,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Dillan Circle Detention Basin,,,
365,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Western Creek,,,
366,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Blackhawk Estates,,,
367,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Tuscany Entrance,,,
368,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Hamilton Farms Detention Basin,,,
369,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Tuscany,,,
370,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Umbria Detention Basin,,,
371,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Entrance,,,
372,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Yukon Park Ave Detention Basin,,,
373,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Sunrise Mountain,,,
374,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,South Jordan High Pointe,,,
375,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Rushton Meadows,,,
376,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Gale Center,,,
377,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Daybreak,,,
378,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Shields Ln,,,
379,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,1300 W Shields Ln,,,
380,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Fish Pond Rd,,,
381,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Bingham Creek,,,
382,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Hamilton Farms,,,
383,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Mirabella,,,
384,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Sulky Cove,,,
385,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Rosalina,,,
386,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Rose Creek Mirabella Open,,,
387,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Open Space,Premier Open,,,
