Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
0,,,,,,,,,,,Sustainability Fact Book 2023,,,,
3,,BIODIVERSITY AREAS BY ASSET,,,,,,,,,,,,,
4,,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value",,,,,,,,,,,,,
5,,,,,,,Relative biodiversity value,,Relative biodiversity vulnerability,,,,,,
6,,Biodiversity sensitivity rank 2023,Site name,Primary commodity,Product group,Country,Species range rarity rank,Natural/modified habitat rank,Threatened species range rarity rank,Critical habitat rank,Types of overlapping biodiversity features,Biodiversity feature name,,,
7,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,EBA,North-west Australia,,,
8,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,"KBA - VU, endemic, other",Arnhem Plateau,,,
9,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,"KBA - CR/EN, VU, endemic, other",Kakadu Savanna,,,
10,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,"KBA - endemic, migratory birds/congregations, other",Alligator Rivers Floodplains,,,
11,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,Indigenous Protected Area,Warddeken,,,
12,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,National Park (Commonwealth),Kakadu,,,
13,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,"Ramsar Site, Wetland of International Importance",Kakadu National Park,,,
14,,1,Ranger,Uranium,Rio Tinto ERA,Australia,2,1,2,3,World Heritage Site (natural or mixed),Kakadu National Park,,,
15,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,EBA,East Malagasy wet forests,,,
16,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,EBA,South Malagasy spiny forests,,,
17,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,EBA,East Malagasy wetlands,,,
18,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,EBA,West Malagasy wetlands,,,
19,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,National Park,ForÃÂªt Naturel de Petriky,,,
20,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,National Park,Andohahela,,,
21,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,National Park,ForÃÂªt Naturelle de Tsitongambarika,,,
22,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,Paysage Harmonieux ProtÃÂ©gÃÂ©,Ambatotsirongorongo,,,
23,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,Paysage Harmonieux ProtÃÂ©gÃÂ©,Mandena,,,
24,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,Paysage Harmonieux ProtÃÂ©gÃÂ©,Ambatoatsinanana,,,
25,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,World Heritage Site (natural or mixed),Rainforests of the Atsinanana,,,
26,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,Hotspot area,Madagascar and the Indian Ocean Islands,,,
27,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,"KBA - CR/EN, endemic, migratory birds/congregations, other",Lakes Anony and Erombo,,,
28,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,"KBA - CR/EN, VU, endemic",Coastal area between Lokaro and Lavanono,,,
29,,2,QIT Madagascar Minerals,Heavy Mineral Sands,Minerals,Madagascar,1,48,1,11,"KBA - CR/EN, VU, endemic",Sainte-Luce - Ambato Atsinanana NPA Ambatotsirongorongo NPA,,,
