Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
182,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-043,,,
183,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-102,,,
184,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space QEII National Trust Property,P14,,,
185,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,MotupÃÂÃÂhue,,,
186,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Bluff Hill,,,
187,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Tikore/Spencer Island,,,
188,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Joey's Island,,,
189,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Waghorn Waituna,,,
190,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Scenic Reserve - Waghorn,,,
191,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Waituna,,,
192,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Mokomoko,,,
193,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Omaui,,,
194,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,"Omaui , Invercargill",,,
195,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Otatara,,,
196,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Otatara South,,,
197,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scientific Reserve,Waituna Wetlands,,,
198,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Bluff,,,
199,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Tiwai Point,,,
200,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Tiwai Spit,,,
201,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Green Point,,,
202,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Awarua Bay,,,
