Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,Sustainability Fact Book 2023,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,BIODIVERSITY AREAS BY ASSET,,,,,,,,,,,,,
,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value",,,,,,,,,,,,,
,,,,,,Relative biodiversity value,,Relative biodiversity vulnerability,,,,,,
,Biodiversity sensitivity rank 2023,Site name,Primary commodity,Product group,Country,Species range rarity rank,Natural/modified habitat rank,Threatened species range rarity rank,Critical habitat rank,Types of overlapping biodiversity features,Biodiversity feature name,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-041,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-245,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-096,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-050,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-077,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-089,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-075,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-053,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-046,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-052,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-116,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-047,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-084,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-128,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-112,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-104,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-086,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-079,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-043,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-102,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space QEII National Trust Property,P14,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Motupōhue,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Bluff Hill,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Tikore/Spencer Island,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Joey's Island,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Waghorn Waituna,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Scenic Reserve - Waghorn,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Waituna,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Mokomoko,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Omaui,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,"Omaui , Invercargill",,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Otatara,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scenic Reserve,Otatara South,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Scientific Reserve,Waituna Wetlands,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Bluff,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Tiwai Point,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Tiwai Spit,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Green Point,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Awarua Bay,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Toetoes Harbour Spit,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Hut Site,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Toetoes,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Seaward Moss,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Awarua Plains,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Omaui Island,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Mokomoko Inlet,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Bushy Point,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Stewardship Area,Oreti River,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Wildlife Refuge,Awarua Bay Wildlife Refuge,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,A - Park,Tweedsmuir Park,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,A - Park,Entiako Park,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,A - Park,Eagle Bay Park,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,A - Park,Dala-Kildala Rivers Estuaries Park,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,A - Park,Morice Lake Park,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,Conservancy,Huchsduwachsdu Nuyem Jees/Kitlope Heritage Conservancy,,,
,11,Kemano,Aluminium,Aluminium,Canada,38,4,50,13,Protected Area,Nechako Canyon Protected Area,,,
,12,Marandoo,Iron Ore,Iron Ore,Australia,28,6,23,38,Reserve,Unnamed WA41696,,,
,12,Marandoo,Iron Ore,Iron Ore,Australia,28,6,23,38,National Park,Karijini,,,
,13,"Mesa J, K, H",Iron Ore,Iron Ore,Australia,16,13,16,33,No overlap,,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,"KBA - endemic, migratory birds/congregations",Dampier Saltworks,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Reserve,Unnamed WA41696,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Reserve,Unnamed WA38287,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Reserve,Unnamed WA36907,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Reserve,Unnamed WA36909,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Conservation Park,Cane River,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,National Park,Karijini,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,National Park,Millstream Chichester,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,National Park,Murujuga,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Nature Reserve,Weld Island,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Nature Reserve,Great Sandy Island,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Nature Reserve,Unnamed WA36913,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,Nature Reserve,Unnamed WA36915,,,
,14,Pilbara Iron Pastoral,Iron Ore,Iron Ore,Australia,20,15,17,21,NRS Addition - Gazettal in Progress,Cane River (Mount Minnie and Nanutarra),,,
,15,Mesa A,Iron Ore,Iron Ore,Australia,15,20,13,31,No overlap,,,,
,16,Brockman 4,Iron Ore,Iron Ore,Australia,21,14,22,37,No overlap,,,,
,17,Tom Price,Iron Ore,Iron Ore,Australia,26,12,24,39,Reserve,Unnamed WA41696,,,
,17,Tom Price,Iron Ore,Iron Ore,Australia,26,12,24,39,National Park,Karijini,,,
,18,Iron Ore Canada Operations,Iron Ore,Minerals,Canada,51,9,52,4,Proposed Aquatic Reserve,Proposed rivière Moisie Aquatic Reserve,,,
,18,Iron Ore Canada Operations,Iron Ore,Minerals,Canada,51,9,52,4,Provincial Park,Duley Lake Provincial Park,,,
,18,Iron Ore Canada Operations,Iron Ore,Minerals,Canada,51,9,52,4,Proposed Biodiversity Reserve,Proposed lac Ménistouc Biodiversity Reserve,,,
,19,West Angelas,Iron Ore,Iron Ore,Australia,32,2,34,42,National Park,Karijini,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,"KBA - CR/EN, VU, migratory birds/congregations, other",Fortescue Marshes,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,"KBA - endemic, migratory birds/congregations",Dampier Saltworks,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Reserve,Unnamed WA41696,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Reserve,Unnamed WA38287,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Reserve,Unnamed WA36907,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Reserve,Unnamed WA36909,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Reserve,Unnamed WA36910,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Australian Marine Park,Dampier,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,National Park,Karijini,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,National Park,Millstream Chichester,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,National Park,Murujuga,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,National Park,Murujuga,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Nature Reserve,Unnamed WA36913,,,
,20,Pilbara Rail,Iron Ore,Iron Ore,Australia,22,16,25,23,Nature Reserve,Unnamed WA36915,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,"KBA - endemic, migratory birds/congregations",Dampier Saltworks,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Reserve,Unnamed WA38287,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Reserve,Unnamed WA36907,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Reserve,Unnamed WA36909,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Reserve,Unnamed WA36910,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,National Park,Murujuga,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,National Park,Murujuga,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Nature Reserve,Unnamed WA36913,,,
,21,Dampier Salt Ltd. Dampier,Iron Ore,Iron Ore,Australia,29,44,26,8,Nature Reserve,Unnamed WA36915,,,
,22,Hope Downs 1,Iron Ore,Iron Ore,Australia,31,8,32,40,No overlap,,,,
,23,Brockman 2,Iron Ore,Iron Ore,Australia,17,19,21,36,No overlap,,,,
,24,Boron,Borax,Minerals,USA,11,23,18,34,High-Biodiversity Wilderness Area - wilderness,North American Deserts,,,
,24,Boron,Borax,Minerals,USA,11,23,18,34,Ecological Reserve,West Mojave Desert,,,
,24,Boron,Borax,Minerals,USA,11,23,18,34,Ecological Reserve,Fremont Valley,,,
,24,Boron,Borax,Minerals,USA,11,23,18,34,KBA - CR/EN,Edwards Air Force Base,,,
,25,Yandicoogina,Iron Ore,Iron Ore,Australia,25,17,20,35,No overlap,,,,
,26,Gudai-Darri,Iron Ore,Iron Ore,Australia,30,18,19,30,National Park,Karijini,,,
,26,Gudai-Darri,Iron Ore,Iron Ore,Australia,30,18,19,30,"KBA - CR/EN, VU, migratory birds/congregations, other",Fortescue Marshes,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,EBA,South-east African coast,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Forest Nature Reserve,Maphelane Nature Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Marine Protected Area,uThukela Marine Protected Area,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Marine Protected Area,iSimangaliso Marine Protected Area,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Umlalazi Nature Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Dengwini Forest Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Ngoye Forest Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Richards Bay Game Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Ezigwayini Forest Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Enseleni Nature Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Lake Eteza Nature Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,St. Lucia Park,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,St. Lucia Game Park,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"Ramsar Site, Wetland of International Importance",St Lucia System,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,World Heritage Site (natural or mixed),iSimangaliso Wetland Park,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, endemic, other",Ngoye Forest Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, other",Umlalazi Nature Reserve,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, VU, endemic",Ngoye coastal complex,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, VU, endemic",Hluhluwe - Mkhuze lowveld,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,KBA - other,iSimangaliso Wetland Park,,,
,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Hotspot area,Maputaland-Pondoland-Albany,,,
,28,Hope Downs 4,Iron Ore,Iron Ore,Australia,24,10,33,41,No overlap,,,,
,29,Paraburdoo Greater,Iron Ore,Iron Ore,Australia,33,7,35,43,National Park,Karijini,,,
,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,KBA - migratory birds/congregations,"Eaux de l'archipel de Mingan
Cayes à  Meck",,,
