Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,Sustainability Fact Book 2023,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,BIODIVERSITY AREAS BY ASSET,,,,,,,,,,,,,
,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value",,,,,,,,,,,,,
,,,,,,Relative biodiversity value,,Relative biodiversity vulnerability,,,,,,
,Biodiversity sensitivity rank 2023,Site name,Primary commodity,Product group,Country,Species range rarity rank,Natural/modified habitat rank,Threatened species range rarity rank,Critical habitat rank,Types of overlapping biodiversity features,Biodiversity feature name,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Wild Cattle Island,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Rundle Range,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Curtis Island,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Nature Refuge,Curtis Island,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Resources Reserve,Rundle Range,,,
,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,World Heritage Site (natural or mixed),Great Barrier Reef,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Hotspot area,New Zealand,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Rakiura (offshore),,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Ruapuke,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Bluff Harbour Awarua Bay,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Omaui Island Oreti Estuary,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, migratory birds/congregations","Southern South Island (offshore)
Mataura River",,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Conservation Covenant,Seaward Moss,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Conservation Covenant,Walls,,,
,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-256,,,
