Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
92,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Conservation Covenant,Pipers River Road,,,
93,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Conservation Covenant,Badger Head,,,
94,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Conservation Covenant,Tamar Crescent,,,
95,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Historic Site,Mount Direction,,,
96,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Historic Site,Yorktown,,,
97,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Historic Site,Low Head,,,
98,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,National Park,Narawntapu,,,
99,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Nature Reserve,Native Point,,,
100,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Regional Reserve,Peaked Hill,,,
101,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Regional Reserve,Andersons Creek,,,
102,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Regional Reserve,Briggs,,,
103,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Regional Reserve,Den Ranges,,,
104,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,Regional Reserve,Lefroy,,,
105,,6,Bell Bay,Aluminium,Aluminium,Australia,6,40,4,14,KBA (migratory birds/congregations),Tamar Wetlands,,,
106,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Hotspot area,Forests of East Australia,,,
107,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Conservation Park,Boyne Island,,,
108,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Conservation Park,Calliope,,,
109,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Conservation Park,Garden Island,,,
110,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Conservation Park,Southend,,,
111,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Conservation Park,Curtis Island,,,
112,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Fish Habitat Area (A),Colosseum Inlet,,,
113,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Fish Habitat Area (B),Colosseum Inlet,,,
114,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,,DÃÂ-rÃÂl-lÃÂ­ (Calliope River),,,
115,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Marine Park,Great Barrier Reef Coast,,,
116,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Marine Park,Great Barrier Reef,,,
117,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,National Park,Wild Cattle Island,,,
118,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,National Park,Curtis Island,,,
119,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,Nature Refuge,Curtis Island,,,
120,,7,Queensland Aluminium Ltd.,Aluminium,Aluminium,Australia,9,43,11,6,World Heritage Site (natural or mixed),Great Barrier Reef,,,
121,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Hotspot area,Forests of East Australia,,,
122,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Conservation Park,Boyne Island,,,
123,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Conservation Park,Calliope,,,
124,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Conservation Park,Garden Island,,,
125,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Conservation Park,Southend,,,
126,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Conservation Park,Curtis Island,,,
127,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Fish Habitat Area (A),Colosseum Inlet,,,
128,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Fish Habitat Area (B),Colosseum Inlet,,,
129,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Fish Habitat Area (B),DÃÂ-rÃÂl-lÃÂ­ (Calliope River),,,
130,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Marine Park,Great Barrier Reef Coast,,,
131,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,Marine Park,Great Barrier Reef,,,
132,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,National Park,Castle Tower,,,
133,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,National Park,Wild Cattle Island,,,
134,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,National Park,Curtis Island,,,
135,,8,Boyne Smelter Ltd.,Aluminium,Aluminium,Australia,8,42,9,9,World Heritage Site (natural or mixed),Great Barrier Reef,,,
136,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Hotspot area,Forests of East Australia,,,
137,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Conservation Park,Boyne Island,,,
138,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Conservation Park,Calliope,,,
139,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Conservation Park,Garden Island,,,
140,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Conservation Park,Southend,,,
141,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Conservation Park,Curtis Island,,,
142,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Fish Habitat Area (A),Fitzroy River (Rev.1),,,
143,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Fish Habitat Area (B),Colosseum Inlet,,,
144,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Fish Habitat Area (B),DÃÂ-rÃÂl-lÃÂ­ (Calliope River),,,
145,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef Coast,,,
146,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef Coast,,,
147,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef,,,
148,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Marine Park,Great Barrier Reef,,,
149,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Wild Cattle Island,,,
150,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Rundle Range,,,
151,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,National Park,Curtis Island,,,
152,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Nature Refuge,Curtis Island,,,
153,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,Resources Reserve,Rundle Range,,,
154,,9,Yarwun,Aluminium,Aluminium,Australia,5,34,8,16,World Heritage Site (natural or mixed),Great Barrier Reef,,,
155,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Hotspot area,New Zealand,,,
156,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Rakiura (offshore),,,
157,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Ruapuke,,,
158,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Bluff Harbour Awarua Bay,,,
159,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, VU, migratory birds/congregations",Omaui Island Oreti Estuary,,,
160,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,"KBA - CR/EN, migratory birds/congregations",Southern South Island (offshore)\nMataura River,,,
161,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Conservation Covenant,Seaward Moss,,,
162,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Conservation Covenant,Walls,,,
163,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-256,,,
164,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-041,,,
165,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-245,,,
166,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-096,,,
167,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-050,,,
168,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-077,,,
169,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-089,,,
170,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-075,,,
171,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-053,,,
172,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-046,,,
173,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-052,,,
174,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-116,,,
175,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-047,,,
176,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-084,,,
177,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-128,,,
178,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-112,,,
179,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-104,,,
180,,10,New Zealand's Aluminium Smelter,Aluminium,Aluminium,New Zealand,18,53,10,2,Open Space Covenant,5-13-086,,,
