Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
272,,24,Boron,Borax,Minerals,USA,11,23,18,34,Ecological Reserve,Fremont Valley,,,
273,,24,Boron,Borax,Minerals,USA,11,23,18,34,KBA - CR/EN,Edwards Air Force Base,,,
274,,25,Yandicoogina,Iron Ore,Iron Ore,Australia,25,17,20,35,No overlap,,,,
275,,26,Gudai-Darri,Iron Ore,Iron Ore,Australia,30,18,19,30,National Park,Karijini,,,
276,,26,Gudai-Darri,Iron Ore,Iron Ore,Australia,30,18,19,30,"KBA - CR/EN, VU, migratory birds/congregations, other",Fortescue Marshes,,,
277,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,EBA,South-east African coast,,,
278,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Forest Nature Reserve,Maphelane Nature Reserve,,,
279,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Marine Protected Area,uThukela Marine Protected Area,,,
280,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Marine Protected Area,iSimangaliso Marine Protected Area,,,
281,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Umlalazi Nature Reserve,,,
282,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Dengwini Forest Reserve,,,
283,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Ngoye Forest Reserve,,,
284,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Richards Bay Game Reserve,,,
285,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Ezigwayini Forest Reserve,,,
286,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Enseleni Nature Reserve,,,
287,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,Lake Eteza Nature Reserve,,,
288,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,St. Lucia Park,,,
289,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Nature Reserve,St. Lucia Game Park,,,
290,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"Ramsar Site, Wetland of International Importance",St Lucia System,,,
291,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,World Heritage Site (natural or mixed),iSimangaliso Wetland Park,,,
292,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, endemic, other",Ngoye Forest Reserve,,,
293,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, other",Umlalazi Nature Reserve,,,
294,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, VU, endemic",Ngoye coastal complex,,,
295,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,"KBA - CR/EN, VU, endemic",Hluhluwe - Mkhuze lowveld,,,
296,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,KBA - other,iSimangaliso Wetland Park,,,
297,,27,Richards Bay Minerals,Heavy Mineral Sands,Minerals,South Africa,3,50,3,22,Hotspot area,Maputaland-Pondoland-Albany,,,
298,,28,Hope Downs 4,Iron Ore,Iron Ore,Australia,24,10,33,41,No overlap,,,,
299,,29,Paraburdoo Greater,Iron Ore,Iron Ore,Australia,33,7,35,43,National Park,Karijini,,,
300,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,KBA - migratory birds/congregations,Eaux de l'archipel de Mingan\nCayes ÃÂ Ã Meck,,,
301,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Island Or Peninsula Inhabited By A Colony Of Birds,RÃÂ©s. de parc national de l'Archipel-de-Mingan (ÃÂle ÃÂ Ã Calculot) (207) Island Or Peninsula Inhabited By A Colony Of Birds,,,
302,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,National Park,Mingan Archipelago National Park Reserve Of Canada,,,
303,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Anse ÃÂ Ã Nadeau Water Fowl Gathering Area,,,
304,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Batture de l'ÃÂle ÃÂ Ã Gazon Water Fowl Gathering Area,,,
305,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Petite Romaine (anc. ÃÂle Moniac) Water Fowl Gathering Area,,,
306,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Nord-Est de l'ÃÂle Moutange Water Fowl Gathering Area,,,
307,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Batture Est de la RiviÃÂ¨re Romaine Water Fowl Gathering Area,,,
308,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Batture Pte du Cure Water Fowl Gathering Area,,,
309,,30,Havre-Saint-Pierre & Lac Tio,Titanium,Minerals,Canada,50,22,39,10,Water Fowl Gathering Area,Batture de la riviÃÂ¨re Romaine Water Fowl Gathering Area,,,
310,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,"KBA - endemic, migratory birds/congregations",Dampier Saltworks,,,
311,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Reserve,Unnamed WA38287,,,
312,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Reserve,Unnamed WA36907,,,
313,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Reserve,Unnamed WA36909,,,
314,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Reserve,Unnamed WA36910,,,
315,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Reserve,Unnamed WA40877,,,
316,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,National Park,Murujuga,,,
317,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,National Park,Murujuga,,,
318,,31,Dampier Port,Iron Ore,Iron Ore,Australia,34,49,28,5,Nature Reserve,Unnamed WA36915,,,
319,,32,Gove Operations,Aluminium,Aluminium,Australia,13,47,5,18,EBA,North-west Australia,,,
320,,32,Gove Operations,Aluminium,Aluminium,Australia,13,47,5,18,Indigenous Protected Area,Dhimurru,,,
321,,32,Gove Operations,Aluminium,Aluminium,Australia,13,47,5,18,Australian Marine Park,Wessel,,,
322,,32,Gove Operations,Aluminium,Aluminium,Australia,13,47,5,18,KBA - migratory birds/congregations,Higginson Island,,,
323,,33,Oyu Tolgoi,Copper,Copper,Mongolia,39,5,37,44,"KBA - CR/EN, other",Galba Gobi,,,
324,,33,Oyu Tolgoi,Copper,Copper,Mongolia,39,5,37,44,Strictly Protected Area,Gobiin baga /B/,,,
325,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Conservation Easement,Carr Fork or Arco,,,
326,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Rosecrest Plat U,,,
327,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Rosecrest Plat Q,,,
328,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Rosecrest Plat V,,,
329,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Village Drainage,,,
330,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Pepper Grass Drainage,,,
331,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Murdoch Peak Detention,,,
332,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Juniper Crest Detention,,,
333,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,City Of Herriman,,,
334,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,The Cove At Herriman Springs,,,
335,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Lookout Ridge,,,
336,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Lake Ridge,,,
337,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Ab,,,
338,,34,Barney Canyon,Copper,Copper,USA,19,36,14,28,Local Conservation Area,Aa,,,
