Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
206,FY23,5409.511100000001,9728.5442,10761.4389,,,,3723.8357000000005,2511.414899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,10767.4444,,,10.7674444,,,,,,,,,,,,,,RepairHub commentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Q1,1438.5115999999998,2448.278200000001,3140.211199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FY22,Q1,26879.1339,,,26.8791339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Q2,1325.3504,2448.9183999999987,2852.148000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,24098.5,,FY22,24.0985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Q3,1316.3444000000004,2436.8166000000006,2257.664800000001,,,Scope 1,Scope 2,Scope 3,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3,24860.8208,,,24.860820800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Q4,1329.3047000000001,2394.5310000000004,2511.414899999998,,,2104.9543999999996,4785.114600000007,8281.128200000014,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,48604.94,,,48.60494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Grand Total,30253.05,65735.8263,58664.73260000004,,FY19,2114.7578999999996,4542.179199999997,6595.8558,,,,,,,,,,,,,,,,,,,,,,,,,,FY23,Q1,82489.9745,,,82.4899745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,2035.1252999999997,4486.838000000012,4291.16280000001,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,69652.91530000001,,FY23,69.6529153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,1926.1064000000001,4214.069199999997,4643.494400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3,62650.793699999995,,,62.650793699999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,1950.0877000000005,3927.7790999999984,5006.316500000016,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,108015.92189999999,,,108.01592189999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,FY20,1927.6783000000003,3789.8722999999964,4852.023800000002,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total,,,483214.00009999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,1690.6029999999996,3781.246,2745.7322000000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,999.4281000000001,3135.265400000002,736.8078999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,1231.0377,3095.8076000000024,659.7350999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,FY21,1360.7100999999998,3130.8450000000016,661.9370999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,1411.0651000000007,3104.6514999999977,832.9265999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,1413.3813999999998,3123.7381000000014,1039.8035999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,931.9041999999996,2843.0620000000004,1959.0814999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,FY22,1191.0195999999996,2774.7246999999984,1541.6263,,,,,,,,,,,,,,,,,,,,,,,,,Country,(All),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,1204.5559000000005,2629.3647000000005,1735.347299999999,,,,,,,,,,,,,,,,,,,,,,,,,Item Number,(All),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,1351.1237999999996,2642.7246999999998,2320.314599999997,,,,,,,,,,,,,,,,,,,,,,,,,Data Type,Employee Turnover [%],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,1438.5115999999998,2448.278200000001,3140.211199999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,FY23,1325.3504,2448.9183999999987,2852.148000000003,,,,,,,,,,,,,,,,,,,,,,,,,Sum of Total Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
