Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
52,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,302.0,Energy,302-01,Energy consumption within the organization,Wesfarmers consumed 19.34 petajoules of energy in 2023.,,,,Wesfarmers,2023.0,,,,GRI Index,,,,,,,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/sustainability-databook-fy23.xlsx?sfvrsn=17e0e1bb_3,,,,,,,,,,,,,,
56,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,302.0,Energy,302-04,Reduction of energy consumption,,Solar PV,,,Wesfarmers,2023.0,"During the year, Wesfarmers' Bunnings celebrated the installation of its hundredth on-site solar PV system at its Palmerston Warehouse in the Northern Territory. Since 2014, Bunnings has progressively installed on-site solar PV systems across its Australian network to support the decarbonisation of its operations by generating renewable electricity on-site.",,,GRI Index,,,,"Solar PV, Palmerston Warehouse, decarbonisation","7, 13",E,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/climate-related-disclosures.pdf?Status=Master&sfvrsn=4ec9e1bb_4,,,,,,,,,,,,,,
59,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,Stores energy efficiency,,,Wesfarmers,2023.0,"Opportunities exist to improve the energy efficiency of Wesfarmers' divisions' stores and facilities. For example, the divisions retrofit and optimise operating conditions by introducing building management systems, LED lighting, and efficient heating and cooling systems.",,,GRI Index,,,,"Energy efficiency, store, LED","12, 13",E,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/climate-related-disclosures.pdf?Status=Master&sfvrsn=4ec9e1bb_4,,,,,,,,,,,,,,
60,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,Water source review,,,Wesfarmers,2023.0,"WesCEF reviewed water source options for daily operations and future growth projects in the 2023 financial year, and two potentially viable solutions were identified. First, WesCEF increased its water allocation from the Kwinana Water Reclamation Plant (KWRP). Second, builtit built an additional reverse osmosis plant on-site that removes contaminants from wastewater to be reused for operational purposes.",,,GRI Index,,,,"Water source, growth project, water allocation",6,E,,https://www.wesfarmers.com.au/sustainability/fy2023/our-businesses/wescef/environmental-stewardship,,,,,,,,,,,,,,
62,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Wastewater reuse,,,Wesfarmers,2023.0,"WesCEF reused its nutrient-rich wastewater at its CSBP Kwinana site in Western Australia, which an external compost-producing facility utilises. Progress was also made to repurpose wastewater at the CSBP Geraldton site in Western Australia, which involves incorporating the wastewater into a new low-strength liquid fertiliser being trialled with a regional grower. In addition, bulk containers normally used for chemical storage continue to be returned to the supplier for reuse or recycling.",,,GRI Index,,,,"Wastewater, compost, liquid fertiliser",12,E,,https://www.wesfarmers.com.au/sustainability/fy2023/our-businesses/wescef/circularity,,,,,,,,,,,,,,
63,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,303.0,Water and Effluents,303-05,Water consumption,"Wesfarmers consumed 5,990 megalitres of water in 2023.",,,,Wesfarmers,2023.0,,,,GRI Index,,,,,,,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/sustainability-databook-fy23.xlsx?sfvrsn=17e0e1bb_3,,,,,,,,,,,,,,
66,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,Restoring Australia,,Wesfarmers,2023.0,"In partnership with Restoring Australia, Wesfarmers' Officeworks continued planting across the Western Australian Wheatbelt region during the year, taking the total number of trees planted in Western Australia to more than 450,000, restoring more than 300 hectares of habitat. These plantings have improved the habitat for several endangered species, including three types of endangered black cockatoo.","The number of trees planted in Western Australia to more than 450,000, restoring more than 300 hectares of habitat.",,,,,,"Restoring Australia, Wheatbelt region, habitat",15,E,,https://www.wesfarmers.com.au/sustainability/fy2023/our-businesses/officeworks/Expanding-our-approach-to-emissions-and-waste,,,,,,,,,,,,,,
69,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,Victoria tree planting,,Wesfarmers,2023.0,"Officeworks planted nearly 20,000 trees in Victoria across the Central Otways and Victorian Volcanic Plains. The total number of trees planted in Victoria is approaching 400,000, restoring more than 300 hectares of habitat for many endangered animals, such as the Greater Glider, South-eastern Red-tailed Black Cockatoo and Corangamite Water Skink. In the Tasmanian Midlands, nearly 30,000 trees were planted, with the total number of trees planted across Tasmania surpassing 200,000 across more than 450 hectares.","In the Tasmanian Midlands, nearly 30,000 trees were planted, with the total number of trees planted across Tasmania surpassing 200,000 across more than 450 hectares.",,,,,,"Victoria, Central Otways, tree",15,E,,https://www.wesfarmers.com.au/sustainability/fy2023/our-businesses/officeworks/Expanding-our-approach-to-emissions-and-waste,,,,,,,,,,,,,,
70,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Wesfarmers,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"Wesfarmers scope 1 emissions in 2023 were 845,870 tCO2e.",,,,Wesfarmers,2023.0,,,,GRI Index,,,,,,,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/sustainability-databook-fy23.xlsx?sfvrsn=17e0e1bb_3,,,,,,,,,,,,,,
73,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,"Wesfarmers scope 2 emissions in 2023 were 350,814 tCO2e.",,,,Wesfarmers,2023.0,,,,GRI Index,,,,,,,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/sustainability-databook-fy23.xlsx?sfvrsn=17e0e1bb_3,,,,,,,,,,,,,,
74,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,"Wesfarmers scope 3 emissions in 2023 were 501,397 tCO2e.",,,,Wesfarmers,2023.0,,,,GRI Index,,,,,,,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/sustainability-databook-fy23.xlsx?sfvrsn=17e0e1bb_3,,,,,,,,,,,,,,
75,,305.0,Emissions,305-04,GHG emissions intensity,,Higg Index,,,Wesfarmers,2023.0,"Wesfarmers' Kmart Group is a member of the Sustainable Apparel Coalition (SAC), a global, multi-stakeholder non-profit alliance for the fashion industry focused on sustainable production. In 2011, SAC launched the Higg Index, an assessment tool to standardise the measurement of value chain sustainability, including the measurement of Scope 3 emissions.",,,GRI Index,,,,"Higg Index, Sustainable Apparel Coalition, fashion industry","13, 17",E,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/climate-related-disclosures.pdf?Status=Master&sfvrsn=4ec9e1bb_4,,,,,,,,,,,,,,
76,,305.0,Emissions,305-05,Reduction of GHG emissions,,Sustainable design principles,,,Wesfarmers,2023.0,"Wesfarmers adopts sustainable design principles for new stores and facilities to materially improve energy efficiency, reduce emissions and deliver cost savings. For example, Bunnings' new store format can deliver emissions efficiencies of around 30 per cent.",,,GRI Index,,,,"Sustainable design principle, energy efficiency, emissions",13,E,,https://www.wesfarmers.com.au/docs/default-source/sustainability/sustainability-2023/climate-related-disclosures.pdf?Status=Master&sfvrsn=4ec9e1bb_4,,,,,,,,,,,,,,
